user_name,score,date,text,sentiment,time
Celiomar campos Farias,3,30/06/2024,"o aplicativo apresenta falhas, não autorizada o cadastro do dispositivo e após feito as instruções do suporte o mesmo continua cm erros, é impossível de utilizar",-0.72,5.782
Zilma Januario Ferreira,5,30/06/2024,Estou tendi problemas pra acessar,-0.8,2.546
Edilson Oliveira,4,30/06/2024,Ótimo,0.8,1.8
Renato Sousa,5,30/06/2024,Bom,0.8,1.756
Ismael ribeiro,5,30/06/2024,tp melhor que tá tendo,0.5,2.26
laisa santos,5,30/06/2024,"muito bom, e funciona realmente",0.9,2.181
Juan Robson,5,30/06/2024,top demais,-0.5,2.012
Pedro Santos,5,30/06/2024,Top,0.0,8.943
Fernanda Gabriela Miciano,2,30/06/2024,App dá muito erro na hora de efetuar vendas pelo Tap Ton. Tem que melhorar.,-0.7,3.891
Valmeri José Schmitt,5,30/06/2024,"Aprovação de cadastro e aplicativo muito fácil de usar. Tap ton funciona muito bem. Sugestão: Já que existe a opção minha Loja no app poderiam haver mais opções gerenciais: Estoque, preço de custo(compra) E poderia haver também opção de venda em dinheiro para controle de caixa. Assim toda informação gerencial seria concentrada no mesmo app",0.67,10.199
Ana Paula,4,30/06/2024,"Até é que bom pra conta digital,só deveria deixar ele mais otimizado,quando a gente entra no aplicativo é um pouco lento pra carregar,fora isso eu considero um app bom.",0.6,6.47
Ana Paula,1,30/06/2024,Atendimento percimo vc bloquearam meu dinheiro meu aplicativo e não consigo mas resgatar meu dinheiro pq aplicativo não abri maís,-0.69,4.684
Marco César Pereira (Coxinha),1,30/06/2024,"Esse App e muito lento,tenho Internet 5 G,mesmo assim,demora muito para abrir para qualquer atividade,a dos concorrentes é instantâneo,Mercado Pago,Get Net e outros. Precisam melhorar muito !!!!!!! Sou Taxista,sofro muito na rua!!!!!!!",-0.94,8.713
Rogerio Luiz,1,29/06/2024,"Pra mim nunca funcionou a máquina, nunca dava sinal nos lugares que precisava, a agora com o App usando Tap Ton no celular a mesma coisa e mesmo com WiFi, fica informando que não tem conexão! O App lento e todo dia sai do login! Uma chatura e me faz passar é vergonha!",-0.97,9.037
igor Costa,3,29/06/2024,"Minha conta está inativa por conta de um pix , já entrei várias vezes em contato disseram qui até dia 27/06 eu receberia um e-mail, e até agora nada assim fica difícil minhas venda tão indo e meu acesso nada ainda",-0.79,0.943
Williane Freitas,1,29/06/2024,"Estou perdendo vendas, 3 vezes tentei passar vendas, e o aplicativo apresenta erro, aparece o número 4, resolvam isso por gentileza.",-0.8,6.095
Guilherme Vinícius,5,29/06/2024,Muito boa,0.9,1.788
Adenice Maximino,1,29/06/2024,Pedi pra excluir a minha conta e até hoje não excluíram,-0.8,3.329
Juan Ferreira,1,29/06/2024,N consigo definir minha chave pix,0.4,2.327
Amanda Ramos,1,29/06/2024,Criei minha conta e agora tá aparecendo conta inativa. Conseguem me ajudar?,0.25,3.669
Amanda fercondini,2,29/06/2024,Porque tem tanta atualização nesse aplicativo? Haja memória... toda vez que entro pede pra atualizar... acredito que seja desnecessário.,-0.5,5.446
Aislan Ferreira,1,29/06/2024,"Fiz abertura da conta tudo certo,mas ao abrir está informando conta inativa.",-0.5,3.827
Andréa Soares,5,29/06/2024,Muito bom,0.8,1.844
andre aguiar,5,29/06/2024,Apesar de eu ainda não ser nenhum micro empresário vcs estão de parabéns de qualquer forma pois vcs são incríveis tomara que um dia eu seja um micro empresário pra poder fazer parte de vcs mais por hora merece sim as 5 estrelas e nota 10 com toda certeza,0.9,8.604
Adlla Andrade,1,28/06/2024,"NAO BOTEM DINHEIRO NO TON, O PIX NAO PEGA , TUDO DA EERO. HORRÍVEL",-0.99,4.704
Luis Gustavo Botelho,5,28/06/2024,Ótima empresa tudo de bom,0.8,2.298
Paulo,5,28/06/2024,nota 1000,-0.5,2.199
Francoese Fernandes,5,28/06/2024,"Muito satisfatório, agilidade,sem contar que recebo no mesmo dia.",0.95,3.604
Joseane Santos,2,28/06/2024,"Tô com dinheiro na canta mas não tô conseguindo acessar ela sempre dá erro.Tó precisamos do dinheiro e não consigo retirar . Agradeço a atenção,mas resolvi o problema, muito obrigada.",-0.7,6.808
Myller Gomes,2,28/06/2024,Não consigo criar a conta no meio do processo fica assim conta inativa 🤬,-0.69,3.718
Daliana Lucia De Oliveira,2,28/06/2024,Não consigo fazer venda pelo tapton faz tudo certinho mais na hora de passar o cartão atrás do celular só dá erro,-0.4,4.521
Ronaldo Pereira,1,28/06/2024,"Não consigo acessar minha conta, pois aparece que ela está inativa, mas ainda tenho dinheiro lá, e não consigo usar a maquininha de cartão por causa disso.",-0.6,5.77
Thiquadriciclo Moreira,5,28/06/2024,maravilhosa 😄,0.9,2.253
Victor Hugo,1,28/06/2024,Na última atualização o app diz que minha conta está inativa,-0.5,3.209
marcia goncalves alexandre alexandre,5,28/06/2024,ótimo,0.8,1.805
carmen cristina,3,28/06/2024,"Estou tendo problema com o app, pois a venda fica em processamento e o dinheiro não cai na conta, já entrei em contato com o atendimento várias vezes e até agora nada se resolveu. E não é a primeira vez, pois da última vez consegui estornar a venda, pois ninguém conseguiu resolver o problema.",-0.8,9.375
Luis Lobo Ribeiro Junior Lobo Ribeiro,4,28/06/2024,muito bom,0.98,1.823
Ivana Patricia oliveira lima,5,28/06/2024,!) .,-0.5,2.01
Sônia Maria Silva,5,28/06/2024,"Muito boa,fácil de lida,pena que não cai o dinheiro no mesmo dia.",0.45,3.794
jose nelson,1,28/06/2024,"góstaría de deíxa claro que este app apresenta 3 falhas que considero de grande ímpórtáncía para quem utilizá este app, 1- o app não salva ás chaves Pix quando enviamos o píx para clientes 2-o app não oferece cartão de débito no ato do contrato, ele deixa para o sístema analizar se e quando devemos receber um cartão de debíto, isso é um absurdo se soubesse antes, não contrátaria. 3-o app é muito lento demora para abrir, orrivel",-0.8,15.052
dyndya Ribeiro,3,28/06/2024,O app é bom porém exite algumas falhas sobre na hora q precisa criar uma chave pix onde muitas vezes causa erro,0.3,4.24
Eduarda Silva,5,28/06/2024,muito bom a aplicativo bem,0.5,2.225
Clovis Camargo,5,28/06/2024,A melhor que já tivemos,0.99,2.266
Oziel Santos,5,28/06/2024,ótimo dimais,0.9,1.988
Ernandia Lopes,4,28/06/2024,Muito bom,1.0,1.837
arnaldo Nazario,5,28/06/2024,muinto boa.recomendo,0.4,2.266
Vanielia Santos,5,28/06/2024,Muito bom eu indico,0.99,2.209
ntriachao26@gmail.com Tathy,5,28/06/2024,otimo,0.8,1.712
Enoque Alves Lopes,1,28/06/2024,Muito instabilidade todo dia um defeito diferente,-0.8,2.708
Mirinha Freire,1,28/06/2024,Por que o APP Não tá fazendo estorno Só tou tendo dor de cabeça,-0.8,3.679
sindomar azevedo,1,27/06/2024,Compressa maquininha e ela veio com defeito de fábrica a bateria não segura pedi uma nova troca mandar um técnico mas ele não responde as mensagens que a gente envia o suporte não dá o suporte que a gente precisa é uma imundice não compre essa maquininha não vale a pena ela vem com defeito de fábrica,-0.89,10.252
Marcone Rodrigues da Silva Rodrigues,5,27/06/2024,Bom,0.5,1.712
Andre luiz,5,27/06/2024,top recomendo a todos que precisen de uma maquininha,0.5,2.806
Silas Quick Net Sat,1,27/06/2024,"Aplicativo é horrível. Muito lento pra mudar as funções e não adianta ligar para o suporte , eles não sabem resolver.",-0.82,5.426
Bruna Santos,5,27/06/2024,muito boa,0.99,1.849
Gih Teixeira,3,27/06/2024,"Atendimento perfeito, maquininha perfeita seria 5* se não fosse o fato de ter que fazer vendas para ter direito ao cartão físico, muitas vezes precisei transferir o valor da conta para usar o cartão, tem lugares que não aceitam pix",0.54,7.932
leudo castro,5,27/06/2024,show,0.0,10.957
Leda Maria Borges de Vasconcellos,5,27/06/2024,trabalho com a maquina da ton super maravilhosa,0.6,2.997
Emanuel Felipe,5,27/06/2024,top,0.0,8.988
Andrey Souza dos Santos,5,27/06/2024,Muito bom,0.99,1.757
Marcelo S.A,5,27/06/2024,muito bom,1.0,1.785
Nayra Alves,5,27/06/2024,maravilhoso super indico 😍,0.5,2.556
luciano batista,5,27/06/2024,"excelente app , ótimo recomendo",0.8,2.508
Poxah Dandah,5,27/06/2024,gostei de usar,0.8,1.985
Cremilda Galvão,1,27/06/2024,Completamente insatisfeita com o serviço. O dinheiro das vendas simplesmente some e não há um bom retorno sobre isso. Recomendo para quem quer ter dor de cabeça.,-0.93,5.901
Ramon R. de Freitas,5,27/06/2024,Excelente aplicação e soluções adequadas e que facilitam o dia a dia para o empreendedor.,0.98,4.01
enis faustino,5,27/06/2024,ótimo,0.9,1.716
maria da piedade milagres,5,27/06/2024,ótimo aplicativo! Simples e completo .,0.8,2.381
Valdelicio Pereira,4,27/06/2024,muito bom mesmo gostei da maquininha!!,0.99,2.641
José Augusto Dos Santos bispo,5,27/06/2024,ótimo,0.8,1.756
Bruna Gabrielle dos Santos,5,27/06/2024,tudo muito bom 😊,0.99,2.254
Marcos Maciel,5,27/06/2024,👍,0.5,1.868
Joel Araújo,4,27/06/2024,"Tive um probleminha com meu app , porem um consultor me orientou e graças a Deus agora está tudo ok, pronto pra vender sem parar!",0.8,5.269
Paty Gama,5,27/06/2024,Gosto muito desse ton,0.8,2.116
Luiza Rosa de Medeiros,4,27/06/2024,Está dando muitos problemas para entrar.,-0.8,2.727
Winny Karollayne,5,27/06/2024,ótima,0.9,1.743
Jonathan santos Modesto,5,27/06/2024,Ótimo app,0.9,1.971
Bruno Lemark,5,27/06/2024,maravilhosa essa empresa! só o fato de vender pelo telefone já é uma maravilha,0.9,3.836
Whaylha Tavares,1,27/06/2024,O pior aplicativo de maquinha q já existiu,-0.99,3.062
Rejane Duvalle,4,27/06/2024,"Gostei do aplicativo. Só está ruim a demora em abrir o aplicativo. Fica carregando e demora muito, as vezes vc quer fazer um pix rápido e demora muito até abrir. Vamos vê se melhora!",0.6,6.996
Nadir Cristiane,4,27/06/2024,as vezes demora muito para abrir o aplicativo,-0.8,2.83
Anderson Leandro,5,27/06/2024,Boa noite quando vou acessar o app aparece conta inativa. Gostaria de saber o porquê?,-0.9,4.547
Joas Vieira aparicio Vieira,4,26/06/2024,muito bom,1.0,1.833
Izamara,1,26/06/2024,O aplicativo é ótimo mas cobram juros absurdo de 10% em cima das transações e eu não acho isso legal até porque o dinheiro demora um dia para cair na conta ainda,0.3,6.322
Antônio Santos,1,26/06/2024,Péssimo. Não consigo nem entrar na minha conta,-0.9,3.336
Marli Will,5,26/06/2024,Preciso de uma conta. Minha máquina ton chegou,-0.5,3.228
Rafael Silva,5,26/06/2024,"Ótimo app, estou curtindo demais!! 👏🏽👏🏽",0.99,3.996
Hugo Ryan,5,26/06/2024,ótimo 👍,0.8,2.013
Dubai Construções,5,26/06/2024,"top demais, trabalho com salões de beleza, tem alguma taxa especial para elas?",0.2,3.791
Geissy Goes,4,26/06/2024,"O aplicativo só anda fora do ar temporariamente, mas nunca volta, o que será que está acontecendo com o app de vcs ? Não dá para fazer nada nem calcular taxas , nada mesmo. Tá sem funcionar, tá atualizado, tudo certinho e não funciona",-0.67,8.003
ADSON SAVIO,1,26/06/2024,O meu aplicativo está dando erro e não estou conseguindo calcular as taxas mesmo com a nova atualização que vocês disponibilizaram.,-0.8,4.934
Antonio Fabricio,5,26/06/2024,muito bom,0.8,1.771
maria de lourdes da silva dos santos,5,26/06/2024,hotimas,0.5,1.729
Fabi camsil,5,26/06/2024,Perfeita adorei super indico,0.99,2.309
jorge ricardo gomes de sena Sena,5,26/06/2024,Otimo ☺️,0.8,1.962
jake tayara,5,26/06/2024,ótimo,0.8,1.66
Cleiton Tobias,5,26/06/2024,ótimo,0.8,0.788
Alcinei Souza,5,26/06/2024,muito bom,1.0,1.714
José Lindoso,5,26/06/2024,estou gostando,0.8,1.893
Alexandre costa,3,26/06/2024,"Estou dando 3 estrelas pois sinto falta de agumas coisas que tinha na concorrência, abrir app com biometria, ter lista de favorecidos no Pix , usar biometria como segurança para enviar Pix ..., se colocarem isso o app ficará perfeito 👍",0.83,7.938
Neydson medeiros,1,26/06/2024,Estou tendo problemas para calcular as taxas aplicativo está fechado.,-0.8,3.345
risivaldoalbaradoalbarado risivaldoalbaradoalbara,5,26/06/2024,muito bom,1.0,1.78
lohan Etinho,5,26/06/2024,Muito top o melhor que ja tive parabéns aos criadores,0.9,3.309
Rener sarmento,5,26/06/2024,surreal a experiência,0.5,2.209
brawl blox,1,26/06/2024,"Não recomendo, tava usando esse app para receber as minhas vendas, fecharam a minha conta sem me explicar o q aconteceu e ainda ficou dinheiro retido q não me devolveu.. zero pra esse app",-0.9,6.752
allisson gomes,1,26/06/2024,Muito lento,-0.9,2.14
282 RECURSOS DE MULTAS,1,25/06/2024,"Aplicativo fácil de mexer porém o pix vive dando erro, quase nunca funciona, podiam melhorar",-0.67,4.241
Woney Menezes,5,25/06/2024,práticos,0.5,1.845
FREE FIRE MK VINGADOR,5,25/06/2024,Bom,0.5,1.759
Magna adorei muito bom Martins,2,25/06/2024,Estou tendo muito problema ao acessar toda vez ele fica carregando e não abre,-0.7,3.832
Felipe Merces,4,25/06/2024,E vc f$$$$$$$%,-0.5,2.465
João Vitor Ribeiro,5,25/06/2024,muito obrigado e muito bom sim,0.5,2.42
Jean Pierre,5,25/06/2024,Excelente.. voltou funcionar TapTon💚,0.8,2.656
Yachiro Oficial,1,25/06/2024,"Pessoal não comprem está MAQUINETA pelo amor de Deus, mesmo eu vendendo mais de 3000 mil reais por mês mudaram meu plano e perdi muito dinheiro em uma venda, o regulamento diz que para continuar no plano Ton brother basta vender 2000 mil reais por mês, eu vendo todo mês mais de 3000 mil e eles de forma antiética mudaram meu plano prejudicando o juros e minha vendas se eu soubesse nem teria pego essa maquineta pois investi em algo que basicamente não irá me servir mais.",-0.85,14.513
Kaua Euclydes,5,25/06/2024,Bmo,0.5,1.748
Carlos Eduardo,4,25/06/2024,"Faz um tempo que usei a maquininha, mas fui roubado e levaram a que eu usava, e deixei de entrar no app por um tempo, e quando fui abaixar novamente o app e entrar deu como conta inativa, então eu não posso mais ser cliente Ton ?",-0.83,8.456
Marcos Vinicius,5,25/06/2024,Ótimo atendimento!,0.9,2.224
Francielle Borges Duarte,5,25/06/2024,A melhor taxa do mercado,0.8,2.112
Isabele Costa,1,25/06/2024,"Baixei o app e está lento demais para usá-lo. Tanto para abrir o APP e realizar transações, ver extrato. Esta todo lento .",-0.8,5.512
Andrea Aparecida Bita,3,25/06/2024,Muito lento,-0.8,2.186
Antonio Baiano,5,25/06/2024,atendimento e prestação de serviço como nunca tinha tido até aqui parabéns a Ton motivo esse que passei a da um passo a mais a respeito da Ton passei a ser consumidor dos serviços Ton confiança credibilidade não se compra se conquista.,0.98,7.429
Anny Santos,5,25/06/2024,só não pode estragar almentando as taxa pq no. começo e bom depois né? todo mundo fala bem d ton,0.5,4.48
Thiagner Santos,2,25/06/2024,"Nossa que demora para vendedor receber pagamento por boleto bancário, antes era mais rápido agora fica dois dias aguardando dois a três dias em ""vendas a receber"" aí mais dois dias aguardando processamento, cara leva uma semana para pra entrar um pagamento, que horror.... 🙄",-0.89,8.385
Alexandre Ferreira Marques,5,25/06/2024,Ótimo app,0.8,1.986
Alexsandro Jose de Oliveira,5,25/06/2024,Muito bom 😊,0.8,2.042
Ana Claudia,5,25/06/2024,top Espetacular,0.8,2.02
Marcus Veni,5,25/06/2024,bom,0.5,1.776
Jandira Cardoso,5,24/06/2024,Muito bom,1.0,1.873
EG-unit beats,1,24/06/2024,"Estou com problemas para criar uma conta, sempre quando pede para abrir a conta, sempre da conta inativa",-0.6,4.144
suzana bruno,5,24/06/2024,ótimo,0.8,1.772
M 305,5,24/06/2024,"Faz uma pequena correção no aplicativo. Otimiza ele quando clicamos para abrir o aplicativo demora muito abrir. Para usar a máquina BT. Imagina e evolução da ton. Se vocês conseguirem fazer assim... Venda no pix: Abrir no APP verder avançado e na opção crédito, débito e pix e gerar o qr code na máquina de cartão a BT. Evolução top.",0.85,11.381
Alexssandro R Sl Silva,5,24/06/2024,Tom sempre conosco.,0.5,2.248
Luiz,2,24/06/2024,"Não salva contatos pix, não é possível agendar pagamento de pix ou boleto.",-0.5,3.879
Leonardo Gomes Da Silva Ieo,4,24/06/2024,tô começando a usar,0.5,2.239
Francisco Farias,1,24/06/2024,Uma boa maquininha e um bom app. Mais está com três dias que não abre o app. Já desinstalei e instalei novamente e não tive êxito. O que devo fazer?,-0.8,6.43
Paulo Mendes,1,24/06/2024,Empresa ruim Eu vendi bloquearao minha conta meu dinheiro Deram um prazo pra resolver e não resolveram prorrogaram o prazo com isso já faz mais de 120 dias,-0.83,5.852
Karen Fernanda Molina.,5,24/06/2024,Espetacular...,0.95,2.008
Ima Nojosa,3,24/06/2024,Problema no APP na parte de relatório de vendas peço o específico na hora que coloco a data a aba da data some mas alguém com esse problema?,0.15,5.445
Luan Durazzo,5,24/06/2024,muito boa,0.8,1.843
Paulo Dunga 7,5,24/06/2024,top,0.0,6.664
Eleilson Pereira Barbosa,5,24/06/2024,muito bom,1.0,1.852
JOTA R PINTURAS,1,24/06/2024,"Aplicativo não entra faz 1 mês, simplesmente não consigo fazer uso e por isso estou migrando para outra. Sem condições!",-0.7,5.116
Bruno Michel,1,24/06/2024,"Não baixem app sumil com meu dinheiro não aparece no extrato simplesmente sumil. Bloqueou por 120 dias e sumil com o dinheiro como se fosse deles. Cuidado fraude, aguardo retorno de vocês TON",-0.79,7.426
FLÁVIO RODRIGUES DE OLIVEIRA,5,24/06/2024,"Estou satisfeitissimo, falei tudo.",0.9,2.932
May Aguiar,5,24/06/2024,Gostaria de saber não tou conseguindo redefinir a senha Está dando expirado o link,0.2,3.959
Isaac Silva dos reis,2,24/06/2024,Não estou gostando da cobrança via link pois e quasse um mês pra receber o valor e tem bancos que e até um dia útil estou pensando cinseremente em imigra de banco pois essa demora toda para recebe acaba atrasado a vida da pessoa,-0.79,8.028
Janaina Silva,5,24/06/2024,Otima,0.8,1.769
Samurai Raça,5,24/06/2024,ótima,0.9,1.753
Rebeka Garcia henrique,1,23/06/2024,"Gente, para quem não precisa de dinheiro no dia do recebimento até é válido. Mas o APP já inicia na opção para cair tudo que foi depositado somente no próximo dia útil, e não avisam nada que temos que mudar a opção para cair no mesmo dia e o pagamento do dia tem 23:59 min para cair. Ou seja. Se você precisa receber exatamente no momento. Não vale nenhum pouco apena. Fora isso, usem se quiserem.",-0.83,12.828
Hatake Kakashi,1,23/06/2024,"NÃO E UMA EMPTESA ONESTA! Utilizei a conta e em menos de 1 semana sumiram com mais de 2 mil reais da conta, bloquearam a conta e não me deixam acessar para recuperar... Não recomendo nota 0",-0.99,7.613
Erick Carlos,5,23/06/2024,Top,0.0,8.606
Eduardo Brito Silva,4,23/06/2024,muito bom,1.0,1.836
Enderson de souza Souza,5,23/06/2024,"a ton básica é muito alta a taxa😪, só isso de ruim",-0.7,3.735
Diego soares,2,23/06/2024,O Ton tem uma excelente taxa porém o aplicativo e chato demais Toda hora tem que ficar logando Isso e irritante,-0.71,4.957
Thelma Santana de Almeida,5,23/06/2024,incrível,0.8,1.793
Marcio Sousa,5,23/06/2024,Márcio PANCADÃO,0.0,2.431
Vaniever Batista,4,23/06/2024,top,0.0,3.956
Quecia studio criativo,5,23/06/2024,como cliente a maquininha e top como renda extra e excelente o incentivo,0.5,3.377
Magno Jesus,2,23/06/2024,A função pelo tom tap tá muito lenta. Uma demora pra carregar antes de aproximar.,-0.8,3.99
Joaquim Santos Pão de Mel Recomeço!,5,23/06/2024,Muito bom,1.0,1.834
Alexsander neves Fonseca,4,23/06/2024,Falta aceitar alimentação,-0.5,2.423
Homer,3,23/06/2024,Alguém sabe como resolver o erro 7006 ?,-0.6,3.063
Ângela De Jesus Oliveira,5,22/06/2024,muito perfeito o app eu amo fazer pix por aquii!!!!!!!,0.8,3.285
Claudia Márcia da Silva e Souza,5,22/06/2024,Muito boa graças a Deus 🙏,0.8,2.638
Gesiel Gomes,1,22/06/2024,"Recebi um e-mail dizendo que a partir de 21/06 passaria a receber no mesmo dia, sem taxa adicional. Porém isto não aconteceu, continuo recebendo em 1 dia útil.",-0.8,6.924
josiane nunes,5,22/06/2024,gosto bastante das máquinas ton,0.5,2.469
Marcos Henrique de Arruda,4,22/06/2024,"Muito bom. Espero que seja feito certas correções pra, então fique ótimo.",0.9,3.949
Isaque Silva,2,22/06/2024,O aplicativo é lento demais,-0.8,3.395
Ronaldo Marcos,5,22/06/2024,é top de mais,0.5,2.077
Marcelo Pereira Mercedes,5,22/06/2024,"Pra melhorar precisa link de pagamento liberar com menor prazo, já q 30 dias é sem logia, e também a maquininhas não tem QR Code",-0.7,5.445
Cida Teixeira,1,22/06/2024,"Meu APP não está funcionando,estou perdendo venda desde manhã que não está funcionando, por favor responsável por esse APP tome uma providência Gente pelo amor de Deus ,esse app não está funcionando a três dias.. façam alguma coisa pelo amor de Deus, estou perdendo vendas",-0.99,8.535
Jorge Carlos de Freitas,5,22/06/2024,"Juros um pouquinho alto, mais a funcionalidade boa demais",0.7,3.293
Antônio Pereira da Silva filho,5,22/06/2024,bom,0.5,1.798
Miguel Souza,1,22/06/2024,"Pior app já tiver desprazer de ter ,encerrou minha com conta dinheiro dentro até hj não consegui recuperar não baixe ,minha namorada baixou e aconteceu msm",-0.92,5.981
Menose Souza,4,22/06/2024,"até agora , está ocorrendo tudo bem",0.5,2.685
Anderson Melo,1,21/06/2024,"Depois que atualizou pela última vez, o acesso era péssimo",-0.8,3.515
elisangela cecilia,5,21/06/2024,Ótimo,0.99,1.843
Darlane Silva,1,21/06/2024,Não gostei a taxas são muito altas,-0.7,2.795
Edson Duarte,5,21/06/2024,muito boa maquininha,0.8,2.212
Luzineide Neide,5,21/06/2024,ótima,0.8,1.744
Karina Machado Freitas,2,21/06/2024,"Confuso, difícil de usar por não ter opções diretas. Pra se resolver algo você precisa passar por vários passos e mesmo assim não resolve!",-0.89,5.099
Daiana Butzke,1,21/06/2024,Mais alguém com problemas de lentidão no aplicativo?,-0.8,3.252
Jose Ramos,5,21/06/2024,Excelente App,0.8,1.881
Jurandir Lima,4,21/06/2024,Excelente e rápida resposta. Facil para venda. Com certeza índigo,0.95,3.338
Roberta,1,21/06/2024,"Já faz mais de uma semana que tento desbloquear a função pix para poder realizar uma transferência, e ao clicar em cadastrar dispositivo o mesmo dar erro, já tentei o chat mais nada resolve já instalei uma versão atualizada e mesmo jeito.",-0.9,7.876
Jose adailton do Nascimento Adailton,5,21/06/2024,ótimo 👍🏻,0.9,2.265
Claudete de Souza Gama Lima,1,21/06/2024,O app está horrível não consigo acessar dá senha incorreta e quando recebo um link p redefinir a senha e entro acabo de colocar a senha e dá link expirado. Ridículo gostaria de não dar nenhuma estrela.,-0.9,7.656
Thaís Damada,3,21/06/2024,"É um bom app, mas ainda precisa melhorar a velocidade e salvar os contatos do pix",0.5,3.695
Wellington Pontes,1,21/06/2024,Atendimento orrivel o suporte só Deus na causa solicitei a abertura da minha conta faz 2semana só manda agente aguardar nunca resolve,-0.99,5.557
Idaecio Ferreira,5,21/06/2024,ótima,0.8,1.775
Almiro Nair,5,21/06/2024,Boa otimo estou gostando,0.8,2.421
Monica Rilari,5,21/06/2024,muito bom amei,0.9,2.08
Hugo Soares,2,21/06/2024,"Aplicativo mal otimizado, muito lento e travado. Tudo que vai fazer demora pra carregar mesmo tendo uma boa conexão com a internet. Usava apenas o tap ton.",-0.9,6.14
Bruno S.Cardoso,1,21/06/2024,"Horrível, trava muito que não dá pra mexer. Android 14 (Moto edge 50 ultra)",-0.8,4.064
Sandra Soares,2,21/06/2024,Este aplicativo trava a hora que você mais precisa. Eu gosto muito mas tem horas que eu fico na mão.,0.6,4.312
valdemir souza araujo,1,21/06/2024,Péssima as pessoas me pagam com o Cartão através da aproximação ou enserino o cartão aí sai o papel dizendo tá tudo ok aí vou pra o app tá lá o valor no verde aí no dia seguinte tá em vermelho aí não dá....,-0.72,8.234
bruno lima,5,21/06/2024,"Perfeito, gostaria que enviassem o cartão de débito.",0.8,3.349
Emília Miranda,2,21/06/2024,"Na hora de tirar a foto do meu rosto, o aplicativo fecha tudo. Alguém pode me ajudar???? É urgente",-0.8,4.838
Thiago ArcadGeo,5,21/06/2024,muito boa,0.99,1.853
Claudia Lemos,1,21/06/2024,"Tenho 560 na minha e app está bloqueado é horrível do meu namorado aconteceu msm coisa pior que já vi quero meu dinheiro de volta ,seus ladrão.......",-0.93,5.931
Sebastião Barbosa Filho,5,21/06/2024,Agora encontrei meu jeito fácil de vender !,0.5,3.081
mavetevitalantunes antunes,2,21/06/2024,"De início parecia ser ótimo, fiz contratação do serviço que me atendesse e agora na segunda venda que faço bloqueiam toda minha conta inclusive meu saldo está retido ,isso não tem cabimento já que contratei os serviços pra fazer vendas mais altas... já enviei tudo que análise pediu e mesmo assim o retorno foi de ter meu saldo retido por mais 90 dias pra uma nova análise. Isso é um descaso !",-0.69,11.935
José Maria,5,21/06/2024,"App muito bom, bons serviços.",0.9,2.312
Itaicy Medeiros,1,21/06/2024,Nao recomendo,-0.8,2.204
Ailton Souza Campos,5,21/06/2024,Ótima,0.8,1.831
João Carlos Andrade,5,21/06/2024,excelente qualidade,0.9,1.868
